./44-Clinic/Gout Obesity Hippocrates.md,./44-Clinic/_RON_REFAC/Zettel_Gout_Obesity_Hippocrates.md,Gout Obesity Hippocrates.md,Zettel_Gout_Obesity_Hippocrates.md,missing prefix,low
./44-Clinic/Heart is a Metabolic Omnivore.md,./44-Clinic/_RON_REFAC/Zettel_Heart_Metabolic_Omnivore.md,Heart is a Metabolic Omnivore.md,Zettel_Heart_Metabolic_Omnivore.md,missing prefix,low
./44-Clinic/Homocysteine.md,./44-Clinic/_RON_REFAC/Zettel_Homocysteine.md,Homocysteine.md,Zettel_Homocysteine.md,missing prefix,low
./44-Clinic/insulin resistance first connected to cardiovascular.md,./44-Clinic/_RON_REFAC/Zettel_Insulin_Resistance_Cardiovascular_Connection.md,insulin resistance first connected to cardiovascular.md,Zettel_Insulin_Resistance_Cardiovascular_Connection.md,missing prefix,low
./44-Clinic/Linus Pauling Institute information centre.md,./44-Clinic/_RON_REFAC/Zettel_Linus_Pauling_Institute_Info.md,Linus Pauling Institute information centre.md,Zettel_Linus_Pauling_Institute_Info.md,missing prefix shorten,low
./44-Clinic/Magnesium Critical cofactor.md,./44-Clinic/_RON_REFAC/Zettel_Magnesium_Critical_Cofactor.md,Magnesium Critical cofactor.md,Zettel_Magnesium_Critical_Cofactor.md,missing prefix,low
./44-Clinic/MC Diet Proposal Update.md,./44-Clinic/_RON_REFAC/Protocol_MC_Diet_Proposal_Update.md,MC Diet Proposal Update.md,Protocol_MC_Diet_Proposal_Update.md,process prefix,low
./44-Clinic/MC INTRO UPDATE.md,./44-Clinic/_RON_REFAC/Zettel_MC_Intro_Update.md,MC INTRO UPDATE.md,Zettel_MC_Intro_Update.md,case/semantic,low
./44-Clinic/MC Patient flow.md,./44-Clinic/_RON_REFAC/Protocol_MC_Patient_Flow.md,MC Patient flow.md,Protocol_MC_Patient_Flow.md,process prefix,low
./44-Clinic/Mc Tsoukalas Book.md,./44-Clinic/_RON_REFAC/Zettel_Mc_Tsoukalas_Book.md,Mc Tsoukalas Book.md,Zettel_Mc_Tsoukalas_Book.md,missing prefix,low
./44-Clinic/Metabolic Syndrome MetS.md,./44-Clinic/_RON_REFAC/Zettel_Metabolic_Syndrome_MetS.md,Metabolic Syndrome MetS.md,Zettel_Metabolic_Syndrome_MetS.md,missing prefix,low
./44-Clinic/Metabolite aconitate.md,./44-Clinic/_RON_REFAC/Zettel_Metabolite_Aconitate.md,Metabolite aconitate.md,Zettel_Metabolite_Aconitate.md,missing prefix,low
./44-Clinic/Metabolomic Medicine.md,./44-Clinic/_RON_REFAC/Zettel_Metabolomic_Medicine.md,Metabolomic Medicine.md,Zettel_Metabolomic_Medicine.md,missing prefix,low
./44-Clinic/Metabolomics.md,./44-Clinic/_RON_REFAC/Zettel_Metabolomics.md,Metabolomics.md,Zettel_Metabolomics.md,missing prefix,low
./44-Clinic/metals.md,./44-Clinic/_RON_REFAC/Zettel_Metals.md,metals.md,Zettel_Metals.md,missing prefix,low
./44-Clinic/MetS 34� in US.md,./44-Clinic/_RON_REFAC/Zettel_MetS_Prevalence_US.md,MetS 34� in US.md,Zettel_MetS_Prevalence_US.md,missing prefix/semantic,low
./44-Clinic/MetS in Old, Ethnic & Poor.md,./44-Clinic/_RON_REFAC/Zettel_MetS_Old_Ethnic_Poor.md,MetS in Old, Ethnic & Poor.md,Zettel_MetS_Old_Ethnic_Poor.md,missing prefix,low
./44-Clinic/MetS Reasons of Rise.md,./44-Clinic/_RON_REFAC/Zettel_MetS_Rise_Reasons.md,MetS Reasons of Rise.md,Zettel_MetS_Rise_Reasons.md,missing prefix,low
./44-Clinic/MetS Waist Circumference Debate.md,./44-Clinic/_RON_REFAC/Zettel_MetS_Waist_Circumference_Debate.md,MetS Waist Circumference Debate.md,Zettel_MetS_Waist_Circumference_Debate.md,missing prefix,low
./44-Clinic/microminerals.md,./44-Clinic/_RON_REFAC/Zettel_Microminerals.md,microminerals.md,Zettel_Microminerals.md,missing prefix,low
./44-Clinic/Micronutrient Deficiencies lead to Metabolic Syndrome.md,./44-Clinic/_RON_REFAC/Zettel_Micronutrient_Deficiencies_MetS.md,Micronutrient Deficiencies lead to Metabolic Syndrome.md,Zettel_Micronutrient_Deficiencies_MetS.md,missing prefix shorten,low
./44-Clinic/NAFLD stages.md,./44-Clinic/_RON_REFAC/Zettel_NAFLD_Stages.md,NAFLD stages.md,Zettel_NAFLD_Stages.md,missing prefix,low
./44-Clinic/Obesity 1.4 Billion.md,./44-Clinic/_RON_REFAC/Zettel_Obesity_Prevalence_1.4B.md,Obesity 1.4 Billion.md,Zettel_Obesity_Prevalence_1.4B.md,missing prefix,low
./44-Clinic/omic studies.md,./44-Clinic/_RON_REFAC/Zettel_Omic_Studies.md,omic studies.md,Zettel_Omic_Studies.md,missing prefix,low
./44-Clinic/PCOS Diagnostic Criteria.md,./44-Clinic/_RON_REFAC/Zettel_PCOS_Diagnostic_Criteria.md,PCOS Diagnostic Criteria.md,Zettel_PCOS_Diagnostic_Criteria.md,missing prefix,low
./44-Clinic/personalised VS population disease prognosis.md,./44-Clinic/_RON_REFAC/Zettel_Personalised_Vs_Population_Prognosis.md,personalised VS population disease prognosis.md,Zettel_Personalised_Vs_Population_Prognosis.md,missing prefix,low
./44-Clinic/Personalized Medicine.md,./44-Clinic/_RON_REFAC/Zettel_Personalized_Medicine.md,Personalized Medicine.md,Zettel_Personalized_Medicine.md,missing prefix,low
./44-Clinic/Reaven-1998.md,./44-Clinic/_RON_REFAC/Zettel_Reaven_1998.md,Reaven-1998.md,Zettel_Reaven_1998.md,missing prefix,low
./44-Clinic/Syndrome X Diagnostic Criteria.md,./44-Clinic/_RON_REFAC/Zettel_Syndrome_X_Diagnostic_Criteria.md,Syndrome X Diagnostic Criteria.md,Zettel_Syndrome_X_Diagnostic_Criteria.md,missing prefix,low
./44-Clinic/Ther Isidora Vasileiou.md,./44-Clinic/_RON_REFAC/Zettel_Ther_Isidora_Vasileiou.md,Ther Isidora Vasileiou.md,Zettel_Ther_Isidora_Vasileiou.md,missing prefix,low
./44-Clinic/Vitamin D Sun Oxidation.md,./44-Clinic/_RON_REFAC/Zettel_Vitamin_D_Sun_Oxidation.md,Vitamin D Sun Oxidation.md,Zettel_Vitamin_D_Sun_Oxidation.md,missing prefix,low
./44-Clinic/YT Fun note taking.md,./44-Clinic/_RON_REFAC/Zettel_YT_Fun_Note_Taking.md,YT Fun note taking.md,Zettel_YT_Fun_Note_Taking.md,missing prefix,low
./88-Mocs/MOC_Clinic.md,./88-Mocs/_RON_REFAC/MOC_Clinic.md,MOC_Clinic.md,MOC_Clinic.md,already good?,low
./88-Mocs/MOC_Personal.md,./88-Mocs/_RON_REFAC/MOC_Personal.md,MOC_Personal.md,MOC_Personal.md,already good,low
./00-Inbox/triage_rubric_2026-02-11.md,./00-Inbox/_RON_REFAC/Zettel_Triage_Rubric_2026-02-11.md,triage_rubric_2026-02-11.md,Zettel_Triage_Rubric_2026-02-11.md,inbox capture prefix,low
./66-Literature/MOC_Literature.md,./66-Literature/_RON_REFAC/MOC_Literature.md,MOC_Literature.md,MOC_Literature.md,already good,low
